parent_asin,price,rated,Leaf_Category,Color,Chipset Brand,Operating System,Average Battery Life (in hours),RAM_Size,RAM_Type,Storage_Size,Storage_Type,Screen_Category,Brand_Normalized,Weight_Category
B0BN9D5HQ2,719.98,Highly,Traditional Laptops,Black,Intel,Windows 11 Home,,16GB,DDR4,512GB,SSD,Normal,Dell,Light
B0BN9QVJXB,219.99,Highly,Traditional Laptops,,,Windows 10 Pro,,4GB,DDR4,128GB,SSD,Compact,ASUS,Heavy
B0BNC6PQ9T,569.0,Decent,Traditional Laptops,Silver,Intel,Windows 11 Home,,8GB,DDR4,256GB,SSD,Normal,HP,Light
B0BNM51KT3,1316.99,Decent,Traditional Laptops,Gray,NVIDIA,Windows 11 Home,,16GB,DDR5,1TB,HDD,,Lg,Light
B0BNW1QQTM,194.9,Highly,Traditional Laptops,Ice Blue,Intel,Windows 10,12 Hours,,DDR4,,eMMC,Compact,Lenovo,Light
B0BWYP16Q4,449.0,Decent,Traditional Laptops,Silver,AMD,Windows 11 S,10 Hours,8GB,DDR4,256GB,SSD,Normal,Acer,Heavy
B0BNXX6P2J,234.99,Highly,Traditional Laptops,Red,Intel,Windows 10 Home,,4GB,DDR4,128GB,SSD,Normal,HP,Heavy
B0BP88KVS6,248.88,Highly,Traditional Laptops,Cloud Grey,Intel,Windows 11 S,10 Hours,4GB,DDR4,,SSD,,Lenovo,Light
B0BPQ3PW52,369.0,Highly,Traditional Laptops,15.6-Silver,Intel,Chrome OS,12 Hours,4GB,DDR4,64GB,eMMC,Normal,ASUS,Light
B0BPTKPCSY,729.0,Highly,Traditional Laptops,,Intel,Windows 11,,,DDR4,512GB,SSD,Compact,Lenovo,
B0BPTQ2X5Q,1089.0,Highly,Traditional Laptops,Black,NVIDIA,Windows 10,4 Hours,16GB,DDR4,512GB,SSD,Normal,ASUS,Heavy
B0BQP96HCN,359.0,Highly,Traditional Laptops,14-Convertible | Backlit-KYB | 128GB eMMC,Intel,Chrome OS,12 Hours,,DDR4,128GB,SSD,Compact,ASUS,Heavy
B0BQWT3ZNQ,347.67,Highly,Traditional Laptops,Gray,Intel,Windows 11 Home,8 Hours,,DDR4,512GB,SSD,Normal,Chicbuy,Light
B0BRBX6Y9W,128.6,Decent,2 in 1 Laptops,Blue,Intel,Windows 10 S,,4GB,DDR4,64GB,SSD,Compact,Gateway,Heavy
B0BRN5NFD7,1165.0,Highly,Traditional Laptops,Raven Black,NVIDIA,Windows 10,5 Hours,24GB,DDR4,512GB,SSD,Normal,Lenovo,Heavy
B0BRPRMRYP,229.99,Decent,Traditional Laptops,Dark Grey,Intel,Windows 11 Home,,,DDR4,128GB,SSD,Compact,Jumper,Light
B0BRQ6Q2FX,199.0,Decent,Traditional Laptops,Gray,Intel,Windows 11,,6GB,DDR4,256GB,SSD,Compact,Bitecool,Light
B0BSMRH9W2,264.0,Highly,Traditional Laptops,Silver,Intel,Chrome OS,,8GB,,128GB,SSD,Compact,Apple,Heavy
B0BRZW761C,299.99,Decent,Traditional Laptops,Gray,Intel,Windows 11,8 Hours,12GB,DDR4,256GB,SSD,Compact,Alldocube,Light
B0BS2CZQ2G,449.0,Decent,Traditional Laptops,,Intel,Windows 11,,12GB,DDR4,256GB,SSD,Normal,ASUS,
B0BSP1Y6V6,83.99,Decent,Traditional Laptops,Black,MediaTek,Chrome OS,10 Hours,4GB,DDR3,32GB,eMMC,Compact,Lenovo,Light
B0BS5ZR1M7,739.99,Highly,Traditional Laptops,Silver,Intel,Windows 11 S,,,DDR4,1TB,SSD,Normal,HP,Light
B0BS6ZW1BP,245.0,Highly,Traditional Laptops,Grey,Intel,Windows 11,,12GB,DDR4,256GB,SSD,Normal,Lenovo,Heavy
B0BSB1GD2X,379.99,Decent,Traditional Laptops,Silver,Intel,Windows 11 Pro,,,DDR4,512GB,SSD,Compact,Microsoft,Light
B0BSGNNJY6,549.0,Highly,Traditional Laptops,Silver,Intel,Windows 11,"9.0, 7.0 Hours",8GB,,512GB,SSD,Normal,HP,Light
B0BV9T7YJT,479.0,Highly,Traditional Laptops,Abyss Blue,Qualcomm,Chrome OS,15 Hours,4GB,DDR4X,,HDD,Compact,Lenovo,Heavy
B0BSP3X6JV,365.97,Highly,Traditional Laptops,,AMD,Windows 11,,20GB,DDR4,1TB,SSD,Normal,Lenovo,Light
B0BSP4MH4Y,669.0,Highly,Traditional Laptops,Black,Intel,Windows 11 Home,,12GB,DDR4,1TB,SSD,Normal,Acer,Light
B0BSXC6SRC,1679.0,Highly,Traditional Laptops,Mecha Gray,NVIDIA,Windows 11 Home,,16GB,DDR5,1TB,SSD,Normal,ASUS,Heavy
B0BSXSYFS5,199.0,Decent,Traditional Laptops,,Intel,Windows 11,10 Hours,4GB,DDR4,320GB,SSD,Compact,Lenovo,Light
B0BVH3NCCM,609.0,Highly,Traditional Laptops,Blue,AMD,Windows 10 Home,73 Hours,12GB,DDR4,512GB,SSD,Normal,Lenovo,Light
B0BSXW639V,879.99,Decent,Traditional Laptops,,AMD,Windows 11 Home,,16GB,,2TB,SSD,Huge,ASUS,Heavy
B0BT16W2WK,228.0,Highly,Traditional Laptops,,Intel,Windows 11 S,10 Hours,4GB,DDR4,256GB,SSD,Compact,Lenovo,Light
B0BT2NNWJ1,201.99,Highly,Traditional Laptops,snowflake white,Intel,Windows 10 S,,4GB,DDR4,,SSD,Compact,HP,Light
B0BT88LP77,1099.0,Highly,Traditional Laptops,Black,NVIDIA,Windows 11 Home,,16GB,DDR4,512GB,SSD,Huge,Lenovo,Heavy
B0BTFMF93C,268.4,Highly,Traditional Laptops,Rose Gold,Intel,Windows 11,12 Hours,4GB,DDR4,128GB,SSD,Compact,ASUS,Light
B0BW85W1YX,1799.99,Highly,Traditional Laptops,Silver,Intel,Windows 11 Home,9 Hours,64GB,DDR5,1TB,SSD,Normal,Acer,Heavy
B0BTPS1JQC,1032.88,Well,Traditional Laptops,Black,,Windows 11 Home,,,,,,,HP,
B0BTTZFKYF,1199.0,Highly,Traditional Laptops,Phantom Blue,NVIDIA,Windows 11,7 Hours,16GB,DDR4,512GB,SSD,Normal,Lenovo,Heavy
B0BTWSTQC6,1294.98,Highly,Traditional Laptops,Black,NVIDIA,Windows 11 Home,20 Hours,16GB,DDR4,512GB,SSD,Normal,MSI,Heavy
B0BVRR12VV,134.63,Highly,Traditional Laptops,Silver,Qualcomm,Windows 11 Home,13 Hours,,,128GB,HDD,Compact,Samsung,Light
B0BVZH49VZ,498.0,Highly,Traditional Laptops,Horizon Blue,AMD,Windows 10,7.25 Hours,8GB,DDR4,512GB,SSD,Normal,HP,Light
B0BVZLDCV8,659.0,Decent,Traditional Laptops,,Intel,Windows 11 Pro,,8GB,DDR4,1TB,SSD,Compact,Lenovo,Light
B0BW61XVX8,189.69,Decent,Traditional Laptops,Space Gray,Intel,Windows 11,9 Hours,6GB,DDR4,256GB,SSD,Normal,Chuwi,Light
B0BW6C18X1,179.99,Highly,Traditional Laptops,,Qualcomm,Windows 11,,4GB,DDR4,64GB,SSD,Compact,Samsung,Light
B0BWD3W87Z,1129.0,Decent,Traditional Laptops,,NVIDIA,Windows 11,,16GB,DDR4,1TB,SSD,Normal,ASUS,Light
B0BWKR4DCQ,379.99,Decent,Traditional Laptops,Rose Gold,AMD,Windows 10,,8GB,DDR4,192GB,SSD,Compact,HP,Light
B0BWNVQR8R,485.0,Decent,Traditional Laptops,Silver,Intel,Windows 10,8 Hours,12GB,DDR4,1TB,HDD,Huge,HP,Heavy
B0BX3VK1Z6,344.97,Highly,2 in 1 Laptops,Graphite Grey,Intel,Chrome OS,10 Hours,4GB,DDR4,64GB,SSD,Compact,Lenovo,Light
B0BX85LFW8,299.99,Highly,Traditional Laptops,Silver,Intel,Windows 11 S,,8GB,DDR4,128GB,SSD,Normal,Acer,Light
B0BXDB87KJ,339.0,Highly,Traditional Laptops,Gray,Intel,Windows 11,5 Hours,12GB,DDR4,256GB,SSD,Normal,Alldocube,Light
B0BY2Z27LC,899.0,Highly,Traditional Laptops,Greyblack,NVIDIA,Windows 10,,8GB,DDR4,,SSD,Normal,MSI,Heavy
B0BXLKRCZY,305.0,Highly,Traditional Laptops,Black,Intel,Windows 10 Pro,3 Hours,16GB,DDR4,256GB,SSD,Compact,Dell,Light
B0BXM2276Q,379.0,Highly,Traditional Laptops,Jet Black,AMD,Windows 10,,8GB,DDR4,128GB,SSD,Compact,HP,Light
B0BY2THQ7W,2799.0,Highly,Traditional Laptops,,NVIDIA,Windows 11 Home,,32GB,DDR5,1TB,HDD,Huge,MSI,Heavy
B0BY2XGBCZ,1619.49,Highly,Traditional Laptops,Off Black,NVIDIA,Windows 11 Home,,16GB,DDR5,1TB,SSD,Normal,ASUS,Heavy
B0BY2XKFT8,1130.0,Highly,Traditional Laptops,Black,NVIDIA,Windows 11,,16GB,DDR4,512GB,SSD,Normal,MSI,Heavy
B0BY3Z75C8,169.0,Highly,Traditional Laptops,Black,Intel,Chrome OS,10 Hours,4GB,DDR4,16GB,SSD,Compact,Lenovo,Light
B0BY4GL8TC,438.77,Decent,Traditional Laptops,,AMD,Windows 11 S,,12GB,DDR4,512GB,SSD,Normal,Acer,Light
B0BYSLQ78L,1239.88,Decent,Traditional Laptops,Onyx Grey,Intel,Windows 11 Home,,,DDR4,1TB,SSD,Normal,Lenovo,Heavy
B0BZYV897D,929.99,Highly,Traditional Laptops,Gray,Intel,Windows 11 Pro,,32GB,DDR4,1TB,SSD,Normal,Lenovo,Light
B0BYVZYK4N,112.11,Highly,Traditional Laptops,Black,Intel,Chrome OS,12 Hours,4GB,DDR4,32GB,SSD,Compact,Acer,Light
B0BYZ8N57S,361.99,Highly,Traditional Laptops,Black,Intel,Windows 10 Pro,14.5 Hours,24GB,,512GB,SSD,Compact,Lenovo,Light
B0BZ3Z3BKY,229.99,Highly,Traditional Laptops,Gray,Intel,Windows 10,5 	years,6GB,DDR4,64GB,SSD,Compact,Ruzava,Light
B0BZ6SSTFG,558.0,Highly,Traditional Laptops,Silver,AMD,Windows 10 Home,4 Hours,8GB,DDR4,64GB,SSD,Compact,Acer,Light
B0BZCP882Q,1954.15,Decent,Traditional Laptops,Off Black,NVIDIA,Windows 11 Home,,16GB,DDR5,1TB,SSD,Huge,ASUS,Heavy
B0BZDRZWPL,199.0,Highly,Traditional Laptops,Black,Intel,Windows 10 Pro,,16GB,,256GB,SSD,Normal,Dell,Light
B0BZGSVTBX,629.0,Highly,Traditional Laptops,Abyss Blue,AMD,Windows 10 Home,13 Hours,8GB,DDR4,,SSD,Huge,Lenovo,Heavy
B0BZKRBFP5,528.99,Highly,Traditional Laptops,Graphite Grey,Intel,Windows 10 Home,10 Hours,8GB,DDR4,128GB,SSD,Compact,Lenovo,Light
B0BZYYCD2J,829.99,Highly,Traditional Laptops,Black,NVIDIA,Windows 10,9 Hours,8GB,DDR4,512GB,SSD,Normal,Lenovo,Heavy
B0C13QWJLM,199.0,Highly,Traditional Laptops,Silver,Intel,Chrome OS,5 Hours,4GB,DDR4,128GB,HDD,Compact,Acer,Light
B0C16W3RRP,145.93,Highly,Traditional Laptops,Silver,Intel,Windows 10 Pro,2 Hours,8GB,DDR4,256GB,SSD,Compact,HP,Light
B0C16WWJGG,329.99,Decent,Traditional Laptops,Black,NVIDIA,Windows 10 Pro,4 Hours,16GB,DDR3L,512GB,SSD,Normal,HP,Light
B0C18D24G9,229.0,Highly,Traditional Laptops,Gray,Intel,Windows 11 Pro,,12GB,DDR4,256GB,SSD,Normal,Ecohero,Heavy
B0C1CSQGTJ,610.0,Highly,Traditional Laptops,,,,,,,,,,Unknown,
B0C1GPRVCQ,319.0,Highly,Traditional Laptops,,Intel,Windows 11 Pro,,12GB,DDR4,256GB,SSD,Normal,Coolby,Light
B0C1HTTT8K,599.88,Highly,Traditional Laptops,,Intel,Windows 10 Home,5 Hours,8GB,DDR4,1000GB,HDD,Normal,ASUS,Light
B0C1TC72DP,1359.99,Highly,Traditional Laptops,16GB RAM | 1TB NVMe,NVIDIA,Windows 11 Home,8.1 Hours,16GB,DDR4,1TB,SSD,Normal,Lenovo,Heavy
B0C1ZH55X5,439.99,Highly,Traditional Laptops,Black,Intel,Windows 11,9 Hours,8GB,DDR4,512GB,SSD,Normal,Chuwi,Light
B0C1ZTSFK4,409.0,Highly,Traditional Laptops,Natural silver,AMD,Windows 11 Home,9.3 Hours,8GB,DDR4,256GB,SSD,Normal,HP,Light
B0C1ZW55FF,171.0,Highly,2 in 1 Laptops,Blue,AMD,Windows 10 Pro,10 Hours,4GB,DDR4,,,Compact,Lenovo,Light
B0C2973THS,319.99,Highly,Traditional Laptops,Blue,Intel,Windows 10,8 Hours,4GB,DDR4,512GB,SSD,Normal,ASUS,Light
B0C2BTJKK5,338.0,Decent,Traditional Laptops,,AMD,Windows 11,,,DDR4,256GB,SSD,Normal,Ecohero,Heavy
B0C2GN5N8Q,239.0,Highly,2 in 1 Laptops,Silver,MediaTek,Chrome OS,16 Hours,4GB,DDR4,32GB,SSD,Compact,Acer,Light
B0C2HKR7LM,946.99,Decent,Traditional Laptops,Black,Intel,Windows 11,,16GB,DDR4,1TB,SSD,Huge,Lg,Light
B0C2JL93VJ,449.99,Decent,Traditional Laptops,Gray,AMD,Windows 11 S,9.5 Hours,,DDR4,1TB,SSD,Normal,Lenovo,Light
B0C2ZSL7HP,510.0,Highly,Traditional Laptops,Arctic Grey,Intel,Windows,7.5 Hours,12GB,DDR4,256GB,SSD,,Lenovo,Light
B0C2K4T5LJ,1118.95,Decent,Traditional Laptops,Gray,NVIDIA,Windows 11,,16GB,DDR4,512GB,SSD,Normal,Lenovo,Heavy
B0C2KKYW5G,299.99,Decent,2 in 1 Laptops,Gray,Intel,Windows 11,6 Hours,,DDR4,,SSD,Compact,Alldocube,Light
B0C2QZHQM2,414.02,Decent,Traditional Laptops,Silver,AMD,Windows 11 Home,5 Hours,12GB,DDR4,1000GB,HDD,Huge,HP,Heavy
B0C2SVKFH7,187.97,Highly,Traditional Laptops,Silver,Intel,Windows 10 Pro,2 Hours,16GB,,500GB,SSD,Compact,HP,Light
B0C2YKLG3Y,1599.99,Decent,Traditional Laptops,I7-12700H,NVIDIA,Windows 11 Home,,32GB,DDR5,1TB,SSD,Huge,Ist Computers,
B0C2ZMJW53,439.99,Highly,Traditional Laptops,Silver,AMD,Windows 11 Home,,8GB,,512GB,SSD,Compact,Acer,Light
B0C3161V41,892.21,Highly,Traditional Laptops,Graphite Black,NVIDIA,Windows 11 Home,,8GB,DDR4,512GB,SSD,Huge,ASUS,Heavy
B0C31R6WT1,1460.96,Highly,Traditional Laptops,Black,NVIDIA,Windows 11 Home,,16GB,,512GB,SSD,Compact,ASUS,Light
B0C32G4Y2G,809.0,Highly,Traditional Laptops,Black,,Windows 11 S,,,,,,Normal,ASUS,
B0C33WJBDP,269.99,Highly,Traditional Laptops,Gray,Intel,Windows 10 Pro,5 	years,,DDR4,128GB,SSD,Normal,Ruzava,Light
B0C39ZP78N,799.0,Decent,Traditional Laptops,Natural Silver,Intel,Windows 10 Pro,"9.0, 7.0 Hours",12GB,DDR4,256GB,SSD,Normal,HP,Heavy
B0C3G9GZH1,812.0,Highly,Traditional Laptops,Mica,Intel,Windows 10 Home,,8GB,DDR4,256GB,SSD,Compact,Lenovo,Light
B0C3HYGYWY,207.99,Decent,Traditional Laptops,,Intel,Windows 10 Pro,,8GB,DDR3,256GB,SSD,Compact,Lenovo,Light
B0C3L7ZNBG,372.96,Well,Traditional Laptops,,,Windows 10 Pro,,16GB,,1000GB,SSD,Compact,HP,Heavy
B0C3R4W749,152.98,Decent,Traditional Laptops,Black,Intel,Windows 10 Pro,1.5 Hours,8GB,,256GB,SSD,Compact,Dell,Light
B0C3VF6CFN,349.99,Decent,2 in 1 Laptops,Y11 Plus,Intel,Windows 10,,,DDR4,256GB,SSD,Compact,Bmax,Light
B0C3ZKPCPP,699.99,Decent,Traditional Laptops,Silver,Intel,Windows 11 Home,,16GB,DDR4X,512GB,SSD,Compact,Acer,Light
B0C41662JB,1227.0,Decent,Traditional Laptops,,Intel,Windows 11 Pro,,64GB,,1TB,HDD,Huge,HP,Heavy
B0C46S9F7X,249.99,Highly,Traditional Laptops,Black,Intel,Windows 11 Home,10 Hours,4GB,DDR4,128GB,eMMC,Normal,ASUS,Light
B0C4FJND7D,949.99,Decent,Traditional Laptops,Black,Intel,Windows 11 Home,,16GB,DDR4,1TB,SSD,Normal,Dell,Light
B0C4FW9MWM,439.99,Highly,Traditional Laptops,Black,Intel,Windows 11 Pro,"6.0, 4.0 Hours",8GB,DDR4,128GB,SSD,Compact,Zwying,Light
B0C4J62PWR,198.94,Well,Traditional Laptops,,Intel,"Windows 10 Professional 64 Bit, Multi-Language Support English/Spanish",,12GB,DDR4,256GB,SSD,Compact,Lenovo,Light
B0C4L3416H,1920.82,Decent,Traditional Laptops,Black,NVIDIA,Windows 11 Home,,32GB,DDR4,2TB,SSD,Normal,Dell,Light
B0C4L3QW7X,419.0,Highly,Traditional Laptops,,Intel,Windows 11,8 Hours,8GB,DDR4,,,Normal,Acer,Heavy
B0C4LHBLKC,193.9,Highly,Traditional Laptops,Gray,MediaTek,Chrome OS,9 Hours,4GB,DDR3,32GB,SSD,Compact,Lenovo,Light
B0C4LWTYST,218.99,Decent,Traditional Laptops,,Intel,"Windows, Windows 11",6 Hours,8GB,DDR4,128GB,SSD,Normal,Tulasi,Light
B0C4YYVFVQ,999.99,Highly,Traditional Laptops,Off Black,NVIDIA,Windows 11 Home,,16GB,DDR5,512GB,SSD,Normal,ASUS,Heavy
B0C53KQ12D,1150.54,Highly,Traditional Laptops,Black,NVIDIA,Windows 10,6 Hours,16GB,DDR4,512GB,SSD,Normal,Acer,Heavy
B0C53NW3YY,1334.99,Highly,Traditional Laptops,Black,NVIDIA,Windows 10 Home,9 Hours,16GB,DDR4,1TB,SSD,Huge,Acer,Heavy
B0C53WLLVW,1888.88,Highly,Traditional Laptops,Black,Intel,Windows 11 Home,,64GB,DDR5,2TB,SSD,Normal,ASUS,Heavy
B0C55RQBGJ,599.99,Highly,Traditional Laptops,Silver,Intel,Windows 11 Home,7 Hours,,DDR4,512GB,HDD,Huge,HP,Heavy
B0C58RYFHW,400.0,Highly,Traditional Laptops,Abyss Blue,Intel,Windows 10 Home,8 Hours,8GB,,256GB,SSD,Normal,Lenovo,Light
B0C59QDQXF,539.0,Decent,Traditional Laptops,,Intel,Windows 10 Pro,,8GB,DDR4,256GB,SSD,Compact,Toughbook,Heavy
B0C59WG9B9,939.95,Highly,Traditional Laptops,,NVIDIA,Windows 11 Home,,32GB,DDR4,1TB,SSD,Normal,Lenovo,Heavy
B0C5DHYPD7,884.03,Highly,Traditional Laptops,"Gold, Black",NVIDIA,Windows 10 Pro,,16GB,DDR4,512GB,SSD,Huge,MSI,Heavy
B0C5K1GDL5,409.0,Decent,Traditional Laptops,Grey,Intel,Windows 11,,12GB,,256GB,SSD,Compact,ASUS,Light
B0C5LGLR3L,819.99,Highly,Traditional Laptops,Black,NVIDIA,Windows 10,,8GB,DDR4,256GB,SSD,Normal,ASUS,Heavy
B0C5LSW44L,264.99,Well,Traditional Laptops,Silver,Intel,Windows 10 Home,8 Hours,4GB,DDR4,128GB,SSD,Normal,Ricilar,Light
B0C5S191L7,215.0,Highly,Traditional Laptops,Rose Pink,Intel,Windows 10 S,,4GB,DDR4,32GB,SSD,Compact,HP,Heavy
B0C5S6V68R,379.99,Highly,Traditional Laptops,,AMD,Windows 11,9.5 Hours,8GB,DDR4,256GB,SSD,Normal,Lenovo,Light
B0C5V5VN9Y,137.89,Decent,Traditional Laptops,,Intel,Windows 10 Pro,,8GB,DDR4,500GB,SSD,Compact,HP,Heavy
B0C5WW15N9,219.0,Highly,Traditional Laptops,Black,Intel,Windows 10 Pro,,16GB,DDR4,256GB,SSD,Compact,Dell,Light
B0C5X8S42F,1329.99,Highly,Traditional Laptops,Eclipse Gray,NVIDIA,Windows 11 Home,,16GB,DDR5,512GB,SSD,Normal,ASUS,Heavy
B0C5ZRCWRH,669.99,Highly,Traditional Laptops,Onyx Grey,NVIDIA,Windows 11 Home,8 Hours,8GB,DDR5,256GB,SSD,Normal,Lenovo,Heavy
B0C614LXL4,649.0,Highly,Traditional Laptops,Black,NVIDIA,Windows 10,7 Hours,8GB,DDR4,256GB,SSD,Normal,MSI,Heavy
B0C61DTT2R,194.99,Decent,Traditional Laptops,Black,Intel,Win 10 Pro 64 Bit Multi-Language Support English/French/Spanish(Renewed),,16GB,DDR4,512GB,SSD,Compact,Dell,Light
B0C63PWKMW,309.0,Decent,Traditional Laptops,Abyss Blue,Intel,Chrome OS,10 Hours,4GB,DDR4,64GB,eMMC,,Lenovo,Heavy
B0C65MM5X1,1039.0,Highly,Traditional Laptops,,Intel,Windows 10 Pro,,,DDR4,1TB,SSD,Normal,Lenovo,Heavy
B0C65QDYFM,359.99,Highly,Traditional Laptops,,Intel,,,,,512GB,SSD,Normal,Sgin,Heavy
B0C6DPGSLD,150.0,Well,Traditional Laptops,Black,Intel,Win 10 Pro 64 Bit Multi-Language Support English/French/Spanish(Renewed),3 Hours,8GB,DDR4,256GB,SSD,Compact,HP,Heavy
B0C6GJ4F6G,1105.0,Highly,Traditional Laptops,Abyss Black,NVIDIA,Windows 10 Home,6 Hours,16GB,DDR6,512GB,SSD,Normal,Acer,Heavy
B0C6J6H6QT,429.0,Highly,Traditional Laptops,Silver,Intel,Windows 11 Home,,16GB,DDR4,256GB,SSD,Normal,HP,Light
B0C6JXQCF5,259.98,Highly,Traditional Laptops,Gray,Intel,Windows 11,12 Hours,4GB,DDR4,128GB,SSD,Normal,Sgin,Heavy
B0C6KVD2TT,160.99,Highly,Traditional Laptops,Black,Intel,Windows 10 Pro,,8GB,,256GB,SSD,Compact,Dell,Light
B0C6L7RDH5,403.0,Highly,Traditional Laptops,Almond,Intel,Windows 11,7 Hours,8GB,DDR4,256GB,SSD,Normal,Lenovo,Heavy
B0C6LCK1QJ,389.95,Highly,Traditional Laptops,Abyss Blue,Intel,Chrome OS,10 Hours,8GB,DDR4X,128GB,SSD,Compact,Lenovo,Heavy
B0C6MTQKLW,269.0,Highly,Traditional Laptops,Blue,Intel,Windows 11 S,11 Hours,4GB,DDR4,64GB,SSD,Compact,HP,Light
B0C6MY7JT9,449.0,Decent,Traditional Laptops,Silver,Intel,Windows 11 Home,,8GB,DDR4,256GB,SSD,Compact,HP,Light
B0C6QYPNYR,494.0,Highly,Traditional Laptops,Abyss Blue,AMD,Windows 10 Home,9 Hours,,DDR4,,SSD,Compact,Lenovo,Light
B0C6QZRDQZ,549.97,Highly,Traditional Laptops,Platinum Silver,AMD,Windows 11 Home,,8GB,DDR4,256GB,SSD,Compact,Dell,Light
B0C6XCRRCN,269.89,Highly,Traditional Laptops,Grey,Intel,Windows 11,8 Hours,8GB,,256GB,SSD,Compact,Chuwi,Light
B0C6XHTL4Q,1124.97,Decent,Traditional Laptops,Gray,NVIDIA,Windows 11 Home,,16GB,,512GB,SSD,Huge,Lg,Light
B0C6XLR7SK,259.0,Highly,Traditional Laptops,Black,Intel,Windows 10 S,9 Hours,4GB,DDR4,64GB,SSD,Compact,HP,Light
B0C73QHZSM,329.99,Decent,Traditional Laptops,Gray,Intel,Windows 11 Home,8 Hours,12GB,DDR3,256GB,SSD,Compact,Jumper,Light
B0C74VCKDS,519.0,Highly,Traditional Laptops,,Intel,Windows 11 Home,,12GB,DDR4,512GB,SSD,Normal,ASUS,Heavy
B0C784JGBG,398.0,Highly,Traditional Laptops,Gold,Intel,Windows 11,,8GB,DDR4,256GB,SSD,Normal,Lenovo,Light
B0C79D5VJ6,204.0,Highly,Traditional Laptops,Dale Pink,Intel,Windows 11 S,,4GB,,64GB,SSD,Compact,HP,Heavy
B0C7B34876,154.23,Highly,Traditional Laptops,Black,Intel,Windows 10 Pro,,8GB,,256GB,SSD,Compact,Dell,Light
B0C7FF4K4T,157.99,Decent,Traditional Laptops,,Intel,Windows 10 Pro,,8GB,,256GB,SSD,Compact,Lenovo,Light
B0C7H1XD7V,612.0,Highly,2 in 1 Laptops,Graphite Grey,AMD,Windows 10,10 Hours,16GB,DDR4,256GB,SSD,Compact,Lenovo,Light
B0CCN9VDB4,799.9,Highly,Traditional Laptops,Gold,NVIDIA,Windows 10 Home,12 Hours,16GB,DDR4,512GB,SSD,Compact,Acer,Light
B0C7HWF87D,835.0,Highly,Traditional Laptops,Platinum Silver,AMD,Windows 11 Pro,4 Hours,16GB,DDR4,512GB,SSD,Normal,Dell,Heavy
B0C7JVXF7Z,621.62,Highly,Traditional Laptops,Graphite Grey,Intel,Windows 10 Home,,16GB,DDR4,512GB,SSD,Compact,Lenovo,Light
B0C7KG65Z9,410.0,Highly,Traditional Laptops,Natural silver,AMD,Windows 11 S,9.25 Hours,8GB,,256GB,SSD,Normal,HP,Light
B0C7L6YG34,1199.99,Highly,Traditional Laptops,16 DDR5 RAM | 1TB SSD,NVIDIA,Windows 11 Home,,,DDR5,1TB,SSD,Normal,Acer,Heavy
B0C7LX1CQ8,269.84,Well,Traditional Laptops,,Intel,Windows 10 Pro,,16GB,,512GB,SSD,Compact,Dell,Light
B0C7MBL56N,539.0,Highly,2 in 1 Laptops,Iron Grey,Intel,Windows 10,9 Hours,12GB,DDR4,256GB,SSD,Normal,Lenovo,Heavy
B0C7NG34M3,299.99,Highly,Traditional Laptops,Silver,Intel,Chrome OS,12 Hours,4GB,DDR4,32GB,HDD,Compact,Samsung,Light
B0C7P4FKP4,1284.95,Decent,Traditional Laptops,Grey,NVIDIA,Windows 10 Home,,16GB,DDR4,512GB,SSD,Normal,Dell,Heavy
B0C7QKB7R1,209.87,Decent,Traditional Laptops,,Intel,Windows 10 Pro,,16GB,DDR4,512GB,SSD,Compact,Dell,Light
B0C7Z4XNKV,197.0,Highly,Traditional Laptops,Silver,Intel,Chrome OS,12 Hours,2GB,DDR3,16GB,SSD,Normal,Acer,Heavy
B0C7ZHLQMN,299.99,Highly,Traditional Laptops,Silver,Intel,Chrome OS,12 Hours,4GB,DDR4,64GB,SSD,Compact,Acer,Light
B0C826K2ZW,489.0,Highly,Traditional Laptops,Abyss Blue,AMD,Windows 11,9.5 Hours,8GB,DDR4,256GB,SSD,Compact,Lenovo,Heavy
B0C897ZFRW,484.97,Decent,Traditional Laptops,Silver,Intel,Windows 11 Home,,12GB,DDR4,1TB,HDD,Huge,HP,Heavy
B0C8BWG4CZ,1008.98,Decent,Traditional Laptops,Silver,Intel,Windows 11 Home,,16GB,DDR4,512GB,SSD,Huge,HP,Heavy
B0C8CK2XV6,129.99,Decent,Traditional Laptops,Blue,Intel,Windows 10,10.45 Hours,4GB,DDR4,32GB,eMMC,Compact,HP,Light
B0C8FP3QBN,200.0,Highly,Traditional Laptops,Pale rose gold,Intel,Windows 11 S,11 Hours,4GB,DDR4,64GB,eMMC,Compact,HP,Light
B0C8J5C5CH,829.98,Highly,Traditional Laptops,Black,Intel,Windows 11 Home,8 Hours,16GB,DDR4,1TB,SSD,Normal,ASUS,Light
B0C8SVFJ4Z,540.0,Highly,Traditional Laptops,Natural silver,Intel,Windows 11 Home,8.15 Hours,256GB,DDR4,256GB,SSD,Huge,HP,Heavy
B0C8TKRRJB,749.0,Highly,Traditional Laptops,Black,NVIDIA,Windows 10 Home,9 Hours,8GB,DDR4,256GB,SSD,Normal,Acer,Light
B0C8VFLMXF,220.78,Highly,Traditional Laptops,Royal Blue,Intel,Windows 10 Home,10 Hours,4GB,,64GB,HDD,Compact,HP,Light
B0C91QKV7V,329.0,Decent,Traditional Laptops,,AMD,Windows 11,9 Hours,12GB,DDR4,256GB,SSD,Normal,Lenovo,Light
